tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_ticket_topics__event;subtopic_normalized;Arquivar Conversa;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Arquivar Venda;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Asaas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Asap Log;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Asignación De Interes;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Asisteclick;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Asociar Productos A Categorías;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Associar Produtos A Categorias;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Astroselling;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Astroselling Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Astroselling Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Astroselling Mx  Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Astroselling-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atendimento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atene Logistic;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atene Logistic-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativar 2fa;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativar Ssl;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativaçao;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativação - Chat;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativação Pdv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ativação/desativação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ato 2023;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Aton Erp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atribuir Loja Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atribuir Partners-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atribuir Tienda Partner;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Atualização De Status;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Auditoría Domiciliaria;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Aumentar Vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Aumentar Ventas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Aumentar Ventas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autenticación Aplicación;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autenticación Aplicación Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autenticación De Remitente;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autenticação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Auto Azur;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autogestiones;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autogestiones Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automagico;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automagico - Registro De Productos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automagico - Registro De Productos Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automations Personalizados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automatizaciones-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automação Redes Socias;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Automações De Marketing - Enviou;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Autorización;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Avaliações Questionário;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Avaria;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Avise-me Quando Chegar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Azul Cargo Express;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ações Massivas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ações Massivas Em Produtos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ações Massivas Orders;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;B2b;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;B2b Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Backup;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Balcony;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banco Emissor;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banco No Autorizado;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banco Não Cadastrado;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banner Inteligente;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banner Inteligente Funsales;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banner Inteligente Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banner Inteligente Mx  Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banner Inteligente-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Css;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Css-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners De Categoria;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners De Categorias;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners De Categorias Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners De Novedades;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners De Novedades Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners De Novidades;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Promocionais;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Promocionales;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Promocionales Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Rotativo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Rotativo Css;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners Rotativos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banners-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Banuba Tint;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Anuncio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Anuncio Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Anúncio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Contagem Regressiva;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Envio Gratis;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Envio Gratis Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Envio Grátis;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Barra De Navegação;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Base;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Base De Operaciones-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Benza;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bevits;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Biblioteca De Contenido;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Biblioteca De Contenido Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Biblioteca De Conteúdo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Billing Apps;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Billing Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Billing Partners-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bind;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bind Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Black Friday;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bling;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bling  Orders;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bling Erp Marketplaces;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Block List;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blocklist;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blog;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blog Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blog Nuvemshop;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blog Tiendanube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blog Tiendanube Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloq. Neblina;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloquear Clientes;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueio 72h;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueio De 2k;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueio De Emissao De Etiquetas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueio Por Fraude;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueio Rede/antivírus;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueo Auditoría;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueo Fraude;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueo Fraude Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bloqueo Por Fraude;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blue Express Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Blue Mail-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bluemail;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bold;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bold Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Boleto;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Boleto Bancario;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Boleto Flex;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bonifiq;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Boris;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Bot-reply-ok;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Boton De Compra Rapida;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Botones Css;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Botão De Compra Rápida;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Botão De Whatsapp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Botão Zap;Subtópico normalizado;
